ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,aspect_ratio,hull_area,contour_area
0.15182331792501283,0.599022958189,0.471628326567,0.9605906452689251,0.229040756237,-0.223118653879,-0.631116411405,-1.0951765157,-0.0819349823413,3.02233573157,0.734999724219,0.283903964865
